FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,16.683,0.037,81,106,41700
Frame 2,16.683,0.032,81,106,41700
Frame 3,16.683,0.031,81,106,41700
Frame 4,16.683,0.031,81,106,41700
Frame 5,16.683,0.031,81,106,41700
Frame 6,16.683,0.031,81,106,41700
Frame 7,16.683,0.031,81,106,41700
Frame 8,16.683,0.031,81,106,41700
Frame 9,16.683,0.046,100,132,51794
Frame 10,16.683,0.038,100,132,51794
Frame 11,16.683,0.037,100,132,51794
Frame 12,16.683,0.038,100,132,51794
Frame 13,16.683,0.037,100,132,51794
Frame 14,16.683,0.038,100,132,51794
Frame 15,16.683,0.037,100,132,51794
Frame 16,16.683,0.038,100,132,51794
Frame 17,16.683,0.037,100,132,51794
Frame 18,16.683,0.038,100,132,51794
Frame 19,16.683,0.037,100,132,51794
Frame 20,16.683,0.038,100,132,51794
Frame 21,16.683,0.038,100,132,51794
Frame 22,16.683,0.038,100,132,51794
Frame 23,16.683,0.058,121,164,62979
Frame 24,16.683,0.047,121,164,62979
Frame 25,16.683,0.047,121,164,62979
Frame 26,16.683,0.049,121,164,62979
Frame 27,16.683,0.047,121,164,62979
Frame 28,16.683,0.047,121,164,62979
Frame 29,16.683,0.049,121,164,62979
Frame 30,16.683,0.048,121,164,62979
Frame 31,16.683,0.047,121,164,62979
Frame 32,16.683,0.047,121,164,62979
Frame 33,16.683,0.047,121,164,62979
Frame 34,16.683,0.047,121,164,62979
Frame 35,16.683,0.047,121,164,62979
Frame 36,16.683,0.047,121,164,62979
Frame 37,16.683,0.062,144,194,74577
Frame 38,16.683,0.055,144,194,74577
Frame 39,16.683,0.054,144,194,74577
Frame 40,16.683,0.054,144,194,74577
Frame 41,16.683,0.054,144,194,74577
Frame 42,16.683,0.054,144,194,74577
Frame 43,16.683,0.054,144,194,74577
Frame 44,16.683,0.055,144,194,74577
Frame 45,16.683,0.054,144,194,74577
Frame 46,16.683,0.054,144,194,74577
Frame 47,16.683,0.054,144,194,74577
Frame 48,16.683,0.054,144,194,74577
Frame 49,16.683,0.054,144,194,74577
Frame 50,16.683,0.054,144,194,74577
Frame 51,16.683,0.074,169,228,87528
Frame 52,18.64,0.07,169,228,87528
Frame 53,18.628,0.068,169,228,87528
Frame 54,18.644,0.069,169,228,87528
Frame 55,18.679,0.068,169,228,87528
Frame 56,18.688,0.069,169,228,87528
Frame 57,18.67,0.068,169,228,87528
Frame 58,18.623,0.069,169,228,87528
Frame 59,18.618,0.07,169,228,87528
Frame 60,18.609,0.069,169,228,87528
Frame 61,18.613,0.068,169,228,87528
Frame 62,18.683,0.069,169,228,87528
Frame 63,18.73,0.068,169,228,87528
Frame 64,18.669,0.069,169,228,87528
Frame 65,18.616,0.068,169,228,87528
Frame 66,18.526,0.091,196,266,101452
Frame 67,21.223,0.084,196,266,101452
Frame 68,21.213,0.084,196,266,101452
Frame 69,21.212,0.086,196,266,101452
Frame 70,21.25,0.084,196,266,101452
Frame 71,21.282,0.084,196,266,101452
Frame 72,21.294,0.084,196,266,101452
Frame 73,21.297,0.084,196,266,101452
Frame 74,21.305,0.084,196,266,101452
Frame 75,21.307,0.084,196,266,101452
Frame 76,21.277,0.084,196,266,101452
Frame 77,21.22,0.084,196,266,101452
Frame 78,21.193,0.084,196,266,101452
Frame 79,21.195,0.084,196,266,101452
Frame 80,21.199,0.115,225,310,116966
Frame 81,24.29,0.111,225,310,116966
Frame 82,24.295,0.109,225,310,116966
Frame 83,24.306,0.109,225,310,116966
Frame 84,24.318,0.11,225,310,116966
Frame 85,24.337,0.109,225,310,116966
