FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,21.323,0.081,169,230,92043
Frame 2,21.354,0.074,169,230,92043
Frame 3,21.352,0.073,169,230,92043
Frame 4,21.38,0.074,169,230,92043
Frame 5,21.406,0.074,169,230,92043
Frame 6,21.424,0.074,169,230,92043
Frame 7,21.435,0.074,169,230,92043
Frame 8,21.447,0.074,169,230,92043
Frame 9,21.467,0.074,169,230,92043
Frame 10,21.485,0.074,169,230,92043
Frame 11,21.498,0.074,169,230,92043
Frame 12,21.518,0.074,169,230,92043
Frame 13,21.541,0.074,169,230,92043
Frame 14,21.569,0.074,169,230,92043
Frame 15,21.617,0.074,169,230,92043
Frame 16,21.656,0.074,169,230,92043
Frame 17,21.662,0.074,169,230,92043
Frame 18,21.655,0.074,169,230,92043
Frame 19,21.627,0.074,169,230,92043
Frame 20,21.556,0.074,169,230,92043
Frame 21,21.468,0.074,169,230,92043
Frame 22,21.497,0.074,169,230,92043
Frame 23,21.538,0.074,169,230,92043
Frame 24,21.561,0.074,169,230,92043
Frame 25,21.581,0.074,169,230,92043
Frame 26,21.592,0.074,169,230,92043
Frame 27,21.596,0.074,169,230,92043
Frame 28,21.577,0.074,169,230,92043
Frame 29,21.585,0.074,169,230,92043
Frame 30,21.592,0.074,169,230,92043
Frame 31,21.617,0.075,169,230,92043
Frame 32,21.658,0.073,169,230,92043
Frame 33,21.677,0.074,169,230,92043
Frame 34,21.682,0.075,169,230,92043
Frame 35,21.703,0.073,169,230,92043
Frame 36,21.693,0.074,169,230,92043
Frame 37,21.677,0.075,169,230,92043
Frame 38,21.651,0.073,169,230,92043
Frame 39,21.643,0.074,169,230,92043
Frame 40,21.627,0.074,169,230,92043
Frame 41,21.669,0.074,169,230,92043
Frame 42,21.757,0.074,169,230,92043
Frame 43,21.865,0.074,169,230,92043
Frame 44,21.882,0.077,169,230,92043
Frame 45,21.839,0.073,169,230,92043
Frame 46,21.768,0.074,169,230,92043
Frame 47,21.702,0.074,169,230,92043
Frame 48,21.595,0.074,169,230,92043
Frame 49,21.479,0.074,169,230,92043
Frame 50,21.43,0.074,169,230,92043
