FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,166.833,150.915,25,55358,331564
Frame 2,166.833,150.907,25,55358,331564
Frame 3,166.832,150.914,25,55358,331564
Frame 4,166.833,150.927,25,55358,331564
Frame 5,166.833,150.918,25,55358,331564
Frame 6,166.833,150.921,25,55358,331564
Frame 7,166.833,150.922,25,55358,331564
Frame 8,166.833,151.621,25,55358,331564
Frame 9,166.833,151.958,25,55358,331564
Frame 10,166.833,152.014,25,55358,331564
Frame 11,166.833,152.638,25,55358,331564
Frame 12,166.833,153.029,25,55358,331564
Frame 13,166.832,153.306,25,55358,331564
Frame 14,166.833,153.537,25,55358,331564
Frame 15,166.833,153.697,25,55358,331564
Frame 16,166.833,153.749,25,55358,331564
Frame 17,166.833,153.728,25,55358,331564
Frame 18,166.833,153.636,25,55358,331564
Frame 19,166.833,153.45,25,55358,331564
Frame 20,166.833,153.216,25,55358,331564
Frame 21,166.833,152.457,25,55358,331564
Frame 22,166.833,152.371,25,55358,331564
Frame 23,166.833,152.522,25,55358,331564
Frame 24,166.833,152.508,25,55358,331564
Frame 25,166.833,152.261,25,55358,331564
Frame 26,166.833,151.984,25,55358,331564
Frame 27,166.833,151.686,25,55358,331564
Frame 28,166.833,151.075,25,55358,331564
Frame 29,166.833,151.07,25,55358,331564
Frame 30,166.833,151.071,25,55358,331564
Frame 31,166.833,151.081,25,55358,331564
Frame 32,166.833,151.079,25,55358,331564
Frame 33,166.833,151.079,25,55358,331564
Frame 34,166.833,151.067,25,55358,331564
Frame 35,166.833,151.065,25,55358,331564
Frame 36,166.833,151.061,25,55358,331564
Frame 37,166.833,151.048,25,55358,331564
Frame 38,166.833,151.046,25,55358,331564
Frame 39,166.833,151.043,25,55358,331564
Frame 40,166.833,151.054,25,55358,331564
Frame 41,166.833,151.056,25,55358,331564
Frame 42,166.833,151.054,25,55358,331564
Frame 43,166.833,151.053,25,55358,331564
Frame 44,166.833,151.041,25,55358,331564
Frame 45,166.833,151.033,25,55358,331564
Frame 46,166.833,151.05,25,55358,331564
Frame 47,166.833,151.053,25,55358,331564
Frame 48,166.833,151.047,25,55358,331564
Frame 49,166.833,151.048,25,55358,331564
Frame 50,166.833,151.049,25,55358,331564
Frame 51,166.833,151.044,25,55358,331564
Frame 52,166.833,151.046,25,55358,331564
Frame 53,166.833,151.042,25,55358,331564
Frame 54,166.833,151.036,25,55358,331564
Frame 55,166.833,150.896,25,55358,331564
Frame 56,166.833,150.886,25,55358,331564
Frame 57,166.833,150.885,25,55358,331564
Frame 58,166.833,150.887,25,55358,331564
Frame 59,166.833,150.881,25,55358,331564
Frame 60,166.833,150.87,25,55358,331564
Frame 61,166.832,150.866,25,55358,331564
Frame 62,166.833,150.855,25,55358,331564
Frame 63,166.833,150.834,25,55358,331564
Frame 64,166.833,150.814,25,55358,331564
Frame 65,166.833,150.62,25,55358,331564
Frame 66,166.833,150.804,25,55358,331564
Frame 67,166.833,150.822,25,55358,331564
Frame 68,166.833,150.838,25,55358,331564
Frame 69,166.833,150.854,25,55358,331564
Frame 70,166.833,150.855,25,55358,331564
Frame 71,166.833,150.861,25,55358,331564
Frame 72,166.833,150.869,25,55358,331564
Frame 73,166.833,150.872,25,55358,331564
Frame 74,166.833,150.877,25,55358,331564
Frame 75,166.833,150.881,25,55358,331564
Frame 76,166.833,150.895,25,55358,331564
Frame 77,166.833,150.895,25,55358,331564
Frame 78,166.833,150.894,25,55358,331564
Frame 79,166.833,150.892,25,55358,331564
Frame 80,166.833,150.904,25,55358,331564
Frame 81,166.833,150.906,25,55358,331564
Frame 82,166.833,150.908,25,55358,331564
Frame 83,166.833,150.906,25,55358,331564
Frame 84,166.833,150.91,25,55358,331564
Frame 85,166.833,150.908,25,55358,331564
Frame 86,166.833,150.908,25,55358,331564
Frame 87,166.833,151.472,25,55358,331564
Frame 88,166.833,151.571,25,55358,331564
Frame 89,166.833,151.649,25,55358,331564
Frame 90,166.833,151.716,25,55358,331564
Frame 91,166.833,151.754,25,55358,331564
Frame 92,166.833,151.8,25,55358,331564
Frame 93,166.833,151.848,25,55358,331564
Frame 94,166.833,151.883,25,55358,331564
Frame 95,166.833,151.896,25,55358,331564
Frame 96,166.833,151.894,25,55358,331564
Frame 97,166.833,151.863,25,55358,331564
Frame 98,166.833,151.813,25,55358,331564
Frame 99,166.833,151.734,25,55358,331564
Frame 100,166.834,151.627,25,55358,331564
Frame 101,166.832,151.508,25,55358,331564
Frame 102,166.833,151.379,25,55358,331564
Frame 103,166.833,150.924,25,55358,331564
Frame 104,166.833,150.921,25,55358,331564
Frame 105,166.833,150.925,25,55358,331564
Frame 106,166.833,150.925,25,55358,331564
Frame 107,166.833,150.921,25,55358,331564
Frame 108,166.833,150.924,25,55358,331564
Frame 109,166.833,150.923,25,55358,331564
Frame 110,166.833,150.926,25,55358,331564
Frame 111,166.833,150.944,25,55358,331564
Frame 112,166.832,150.952,25,55358,331564
Frame 113,166.833,150.956,25,55358,331564
Frame 114,166.833,150.952,25,55358,331564
Frame 115,166.833,150.954,25,55358,331564
Frame 116,166.833,150.959,25,55358,331564
Frame 117,166.833,150.95,25,55358,331564
Frame 118,166.833,150.951,25,55358,331564
Frame 119,166.833,150.954,25,55358,331564
Frame 120,166.833,150.952,25,55358,331564
Frame 121,166.833,150.956,25,55358,331564
Frame 122,166.833,150.954,25,55358,331564
Frame 123,166.833,150.967,25,55358,331564
Frame 124,166.833,150.963,25,55358,331564
Frame 125,166.833,150.959,25,55358,331564
Frame 126,166.833,150.956,25,55358,331564
Frame 127,166.833,150.949,25,55358,331564
Frame 128,166.833,150.945,25,55358,331564
Frame 129,166.833,150.949,25,55358,331564
Frame 130,166.833,150.944,25,55358,331564
Frame 131,166.833,150.944,25,55358,331564
Frame 132,166.833,150.953,25,55358,331564
Frame 133,166.833,150.955,25,55358,331564
Frame 134,166.833,150.951,25,55358,331564
Frame 135,166.833,150.952,25,55358,331564
Frame 136,166.833,151.514,25,55358,331564
Frame 137,166.833,151.722,25,55358,331564
Frame 138,166.833,151.857,25,55358,331564
Frame 139,166.832,151.972,25,55358,331564
Frame 140,166.833,152.097,25,55358,331564
Frame 141,166.833,152.22,25,55358,331564
Frame 142,166.833,152.332,25,55358,331564
Frame 143,166.833,152.236,25,55358,331564
Frame 144,166.833,152.267,25,55358,331564
Frame 145,166.833,152.312,25,55358,331564
Frame 146,166.833,152.351,25,55358,331564
Frame 147,166.833,152.387,25,55358,331564
Frame 148,166.833,152.416,25,55358,331564
Frame 149,166.833,152.419,25,55358,331564
Frame 150,166.833,152.427,25,55358,331564
Frame 151,166.833,152.413,25,55358,331564
