FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,50.05,43.048,25,25,14074
Frame 2,50.05,43.046,25,25,14074
Frame 3,50.049,43.045,25,25,14074
Frame 4,50.05,43.044,25,25,14074
Frame 5,50.049,43.046,25,25,14074
Frame 6,50.05,43.046,25,25,14074
Frame 7,50.049,43.044,25,25,14074
Frame 8,50.05,43.046,25,25,14074
Frame 9,50.049,43.046,25,25,14074
Frame 10,50.05,43.046,25,25,14074
Frame 11,50.049,43.046,25,25,14074
Frame 12,50.05,43.046,25,25,14074
Frame 13,50.049,43.046,25,25,14074
Frame 14,50.05,43.045,25,25,14074
Frame 15,50.049,43.043,25,25,14074
Frame 16,50.05,43.044,25,25,14074
Frame 17,50.049,43.044,25,25,14074
Frame 18,50.05,43.045,25,25,14074
Frame 19,50.049,43.043,25,25,14074
Frame 20,50.05,43.045,25,25,14074
Frame 21,50.049,43.045,25,25,14074
Frame 22,50.05,43.044,25,25,14074
Frame 23,50.049,43.044,25,25,14074
Frame 24,50.05,43.044,25,25,14074
Frame 25,50.049,43.044,25,25,14074
Frame 26,50.05,43.045,25,25,14074
Frame 27,50.049,43.044,25,25,14074
Frame 28,50.05,43.046,25,25,14074
Frame 29,50.049,43.044,25,25,14074
Frame 30,50.05,43.046,25,25,14074
Frame 31,50.049,43.048,25,25,14074
Frame 32,50.05,43.046,25,25,14074
Frame 33,50.049,43.045,25,25,14074
Frame 34,50.05,43.045,25,25,14074
Frame 35,50.049,43.045,25,25,14074
Frame 36,50.05,43.045,25,25,14074
Frame 37,50.049,43.044,25,25,14074
Frame 38,50.05,43.045,25,25,14074
Frame 39,50.049,43.044,25,25,14074
Frame 40,50.05,43.046,25,25,14074
Frame 41,50.05,43.045,25,25,14074
Frame 42,50.05,43.045,25,25,14074
Frame 43,50.049,43.044,25,25,14074
Frame 44,50.05,43.044,25,25,14074
Frame 45,50.049,43.044,25,25,14074
Frame 46,50.05,43.045,25,25,14074
Frame 47,50.049,43.043,25,25,14074
Frame 48,50.05,43.044,25,25,14074
Frame 49,50.049,43.044,25,25,14074
Frame 50,50.05,43.045,25,25,14074
Frame 51,50.05,43.045,25,25,14074
Frame 52,50.05,43.045,25,25,14074
Frame 53,50.05,43.045,25,25,14074
Frame 54,50.05,43.044,25,25,14074
Frame 55,50.05,43.045,25,25,14074
Frame 56,50.05,43.045,25,25,14074
Frame 57,50.05,43.045,25,25,14074
Frame 58,50.05,43.045,25,25,14074
Frame 59,50.05,43.045,25,25,14074
Frame 60,50.05,43.047,25,25,14074
Frame 61,50.05,43.046,25,25,14074
Frame 62,50.05,43.045,25,25,14074
Frame 63,50.05,43.045,25,25,14074
Frame 64,50.05,43.045,25,25,14074
Frame 65,50.05,43.044,25,25,14074
Frame 66,50.05,43.044,25,25,14074
Frame 67,50.05,43.045,25,25,14074
Frame 68,50.05,43.045,25,25,14074
Frame 69,50.05,43.043,25,25,14074
Frame 70,50.05,43.045,25,25,14074
Frame 71,50.05,43.045,25,25,14074
Frame 72,50.05,43.044,25,25,14074
Frame 73,50.05,43.045,25,25,14074
Frame 74,50.05,43.045,25,25,14074
Frame 75,50.05,43.044,25,25,14074
Frame 76,50.05,43.045,25,25,14074
Frame 77,50.05,43.044,25,25,14074
Frame 78,50.05,43.044,25,25,14074
Frame 79,50.05,43.043,25,25,14074
Frame 80,50.05,43.045,25,25,14074
Frame 81,50.05,43.045,25,25,14074
Frame 82,50.05,43.043,25,25,14074
Frame 83,50.05,43.044,25,25,14074
Frame 84,50.05,43.044,25,25,14074
Frame 85,50.05,43.044,25,25,14074
Frame 86,50.05,43.045,25,25,14074
Frame 87,50.05,43.043,25,25,14074
Frame 88,50.05,43.044,25,25,14074
Frame 89,50.05,43.044,25,25,14074
Frame 90,50.05,43.045,25,25,14074
Frame 91,50.05,43.045,25,25,14074
Frame 92,50.05,43.045,25,25,14074
Frame 93,50.05,43.044,25,25,14074
Frame 94,50.05,43.043,25,25,14074
Frame 95,50.05,43.043,25,25,14074
Frame 96,50.05,43.043,25,25,14074
Frame 97,50.05,43.043,25,25,14074
Frame 98,50.05,43.044,25,25,14074
Frame 99,50.05,43.045,25,25,14074
