FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,33.366,26.551,25,25,56884
Frame 2,33.367,26.548,25,25,56884
Frame 3,33.366,26.547,25,25,56884
Frame 4,33.366,26.544,25,25,56884
Frame 5,33.366,26.546,25,25,56884
Frame 6,33.366,26.546,25,25,56884
Frame 7,33.366,26.546,25,25,56884
Frame 8,33.366,26.548,25,25,56884
Frame 9,33.366,26.546,25,25,56884
Frame 10,33.366,26.548,25,25,56884
Frame 11,33.366,26.547,25,25,56884
Frame 12,33.366,26.544,25,25,56884
Frame 13,33.366,26.548,25,25,56884
Frame 14,33.366,26.548,25,25,56884
Frame 15,33.366,26.544,25,25,56884
Frame 16,33.366,26.548,25,25,56884
Frame 17,33.366,26.546,25,25,56884
Frame 18,33.366,26.547,25,25,56884
Frame 19,33.366,26.548,25,25,56884
Frame 20,33.366,26.545,25,25,56884
Frame 21,33.366,26.545,25,25,56884
Frame 22,33.366,26.547,25,25,56884
Frame 23,33.366,26.546,25,25,56884
Frame 24,33.366,26.546,25,25,56884
Frame 25,33.366,26.547,25,25,56884
Frame 26,33.366,26.544,25,25,56884
Frame 27,33.366,26.546,25,25,56884
Frame 28,33.366,26.545,25,25,56884
Frame 29,33.366,26.545,25,25,56884
Frame 30,33.366,26.547,25,25,56884
Frame 31,33.366,26.546,25,25,56884
Frame 32,33.366,26.545,25,25,56884
Frame 33,33.366,26.545,25,25,56884
Frame 34,33.366,26.546,25,25,56884
Frame 35,33.366,26.545,25,25,56884
Frame 36,33.366,26.543,25,25,56884
Frame 37,33.366,26.545,25,25,56884
Frame 38,33.366,26.544,25,25,56884
Frame 39,33.366,26.544,25,25,56884
Frame 40,33.366,26.546,25,25,56884
Frame 41,33.366,26.544,25,25,56884
Frame 42,33.366,26.544,25,25,56884
Frame 43,33.366,26.545,25,25,56884
Frame 44,33.366,26.543,25,25,56884
Frame 45,33.366,26.544,25,25,56884
Frame 46,33.366,26.545,25,25,56884
Frame 47,33.366,26.543,25,25,56884
Frame 48,33.366,26.546,25,25,56884
Frame 49,33.366,26.545,25,25,56884
Frame 50,33.366,26.545,25,25,56884
Frame 51,33.366,26.545,25,25,56884
Frame 52,33.366,26.543,25,25,56884
Frame 53,33.366,26.544,25,25,56884
Frame 54,33.366,26.547,25,25,56884
Frame 55,33.366,26.545,25,25,56884
Frame 56,33.366,26.545,25,25,56884
Frame 57,33.366,26.546,25,25,56884
Frame 58,33.366,26.545,25,25,56884
Frame 59,33.366,26.545,25,25,56884
Frame 60,33.366,26.544,25,25,56884
Frame 61,33.366,26.544,25,25,56884
Frame 62,33.366,26.547,25,25,56884
Frame 63,33.366,26.546,25,25,56884
Frame 64,33.366,26.545,25,25,56884
Frame 65,33.366,26.545,25,25,56884
Frame 66,33.366,26.546,25,25,56884
Frame 67,33.366,26.546,25,25,56884
Frame 68,33.366,26.544,25,25,56884
Frame 69,33.366,26.545,25,25,56884
Frame 70,33.366,26.547,25,25,56884
Frame 71,33.366,26.543,25,25,56884
Frame 72,33.366,26.546,25,25,56884
Frame 73,33.366,26.546,25,25,56884
Frame 74,33.366,26.544,25,25,56884
Frame 75,33.366,26.546,25,25,56884
Frame 76,33.366,26.543,25,25,56884
Frame 77,33.366,26.544,25,25,56884
Frame 78,33.366,26.547,25,25,56884
Frame 79,33.366,26.543,25,25,56884
Frame 80,33.366,26.544,25,25,56884
Frame 81,33.366,26.546,25,25,56884
Frame 82,33.366,26.544,25,25,56884
Frame 83,33.366,26.545,25,25,56884
Frame 84,33.366,26.543,25,25,56884
Frame 85,33.366,26.544,25,25,56884
Frame 86,33.366,26.545,25,25,56884
Frame 87,33.366,26.545,25,25,56884
Frame 88,33.366,26.544,25,25,56884
Frame 89,33.366,26.545,25,25,56884
Frame 90,33.366,26.544,25,25,56884
Frame 91,33.366,26.543,25,25,56884
Frame 92,33.366,26.541,25,25,56884
Frame 93,33.366,26.544,25,25,56884
Frame 94,33.366,26.545,25,25,56884
Frame 95,33.366,26.543,25,25,56884
Frame 96,33.366,26.545,25,25,56884
Frame 97,33.366,26.543,25,25,56884
Frame 98,33.366,26.543,25,25,56884
Frame 99,33.366,26.543,25,25,56884
Frame 100,33.366,26.543,25,25,56884
Frame 101,33.366,26.542,25,25,56884
Frame 102,33.366,26.545,25,25,56884
Frame 103,33.366,26.543,25,25,56884
Frame 104,33.366,26.544,25,25,56884
Frame 105,33.366,26.545,25,25,56884
Frame 106,33.366,26.543,25,25,56884
Frame 107,33.366,26.545,25,25,56884
Frame 108,33.366,26.543,25,25,56884
Frame 109,33.366,26.544,25,25,56884
Frame 110,33.366,26.548,25,25,56884
Frame 111,33.366,26.544,25,25,56884
Frame 112,33.366,26.545,25,25,56884
Frame 113,33.366,26.545,25,25,56884
Frame 114,33.366,26.545,25,25,56884
Frame 115,33.366,26.545,25,25,56884
Frame 116,33.366,26.543,25,25,56884
Frame 117,33.366,26.545,25,25,56884
Frame 118,33.366,26.545,25,25,56884
Frame 119,33.366,26.545,25,25,56884
Frame 120,33.366,26.546,25,25,56884
Frame 121,33.366,26.544,25,25,56884
Frame 122,33.366,26.546,25,25,56884
Frame 123,33.366,26.545,25,25,56884
Frame 124,33.366,26.543,25,25,56884
Frame 125,33.366,26.545,25,25,56884
Frame 126,33.366,26.546,25,25,56884
Frame 127,33.366,26.543,25,25,56884
Frame 128,33.366,26.546,25,25,56884
Frame 129,33.366,26.546,25,25,56884
Frame 130,33.366,26.545,25,25,56884
Frame 131,33.366,26.547,25,25,56884
Frame 132,33.366,26.544,25,25,56884
Frame 133,33.366,26.544,25,25,56884
Frame 134,33.366,26.548,25,25,56884
Frame 135,33.366,26.543,25,25,56884
Frame 136,33.366,26.545,25,25,56884
Frame 137,33.366,26.546,25,25,56884
Frame 138,33.366,26.544,25,25,56884
Frame 139,33.366,26.545,25,25,56884
Frame 140,33.366,26.545,25,25,56884
Frame 141,33.366,26.545,25,25,56884
Frame 142,33.366,26.546,25,25,56884
Frame 143,33.366,26.545,25,25,56884
Frame 144,33.366,26.545,25,25,56884
Frame 145,33.366,26.545,25,25,56884
Frame 146,33.366,26.546,25,25,56884
Frame 147,33.366,26.544,25,25,56884
Frame 148,33.366,26.543,25,25,56884
Frame 149,33.366,26.546,25,25,56884
Frame 150,33.366,26.545,25,25,56884
Frame 151,33.366,26.543,25,25,56884
Frame 152,33.366,26.547,25,25,56884
Frame 153,33.366,26.545,25,25,56884
Frame 154,33.366,26.544,25,25,56884
Frame 155,33.366,26.546,25,25,56884
Frame 156,33.366,26.542,25,25,56884
Frame 157,33.366,26.546,25,25,56884
Frame 158,33.366,26.546,25,25,56884
Frame 159,33.366,26.543,25,25,56884
Frame 160,33.366,26.547,25,25,56884
Frame 161,33.366,26.546,25,25,56884
Frame 162,33.366,26.544,25,25,56884
Frame 163,33.366,26.547,25,25,56884
Frame 164,33.366,26.544,25,25,56884
Frame 165,33.366,26.545,25,25,56884
Frame 166,33.366,26.547,25,25,56884
Frame 167,33.366,26.544,25,25,56884
Frame 168,33.366,26.545,25,25,56884
Frame 169,33.366,26.547,25,25,56884
Frame 170,33.366,26.545,25,25,56884
Frame 171,33.366,26.545,25,25,56884
Frame 172,33.366,26.544,25,25,56884
Frame 173,33.366,26.546,25,25,56884
Frame 174,33.366,26.546,25,25,56884
Frame 175,33.366,26.545,25,25,56884
Frame 176,33.366,26.546,25,25,56884
Frame 177,33.366,26.545,25,25,56884
Frame 178,33.366,26.546,25,25,56884
Frame 179,33.366,26.546,25,25,56884
Frame 180,33.366,26.544,25,25,56884
Frame 181,33.366,26.547,25,25,56884
Frame 182,33.366,26.548,25,25,56884
Frame 183,33.366,26.545,25,25,56884
Frame 184,33.366,26.547,25,25,56884
Frame 185,33.366,26.547,25,25,56884
Frame 186,33.366,26.545,25,25,56884
Frame 187,33.366,26.547,25,25,56884
Frame 188,33.366,26.545,25,25,56884
Frame 189,33.366,26.545,25,25,56884
Frame 190,33.366,26.548,25,25,56884
Frame 191,33.366,26.544,25,25,56884
Frame 192,33.366,26.546,25,25,56884
Frame 193,33.366,26.548,25,25,56884
Frame 194,33.367,26.545,25,25,56884
Frame 195,33.365,26.545,25,25,56884
Frame 196,33.366,26.546,25,25,56884
Frame 197,33.366,26.544,25,25,56884
Frame 198,33.366,26.545,25,25,56884
Frame 199,33.366,26.546,25,25,56884
Frame 200,33.366,26.546,25,25,56884
Frame 201,33.366,26.546,25,25,56884
Frame 202,33.366,26.546,25,25,56884
Frame 203,33.366,26.545,25,25,56884
Frame 204,33.366,26.543,25,25,56884
Frame 205,33.366,26.546,25,25,56884
Frame 206,33.366,26.546,25,25,56884
Frame 207,33.366,26.544,25,25,56884
Frame 208,33.366,26.548,25,25,56884
Frame 209,33.366,26.546,25,25,56884
Frame 210,33.366,26.546,25,25,56884
Frame 211,33.366,26.547,25,25,56884
Frame 212,33.366,26.544,25,25,56884
Frame 213,33.366,26.546,25,25,56884
Frame 214,33.366,26.547,25,25,56884
