FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 1,50.049,39.958,225,225,121185
Frame 2,50.05,39.974,225,225,121185
Frame 3,50.049,39.511,225,225,121185
Frame 4,50.049,39.96,225,225,121185
Frame 5,50.05,40.048,225,225,121185
Frame 6,50.049,39.516,225,225,121185
Frame 7,50.05,39.507,225,225,121185
Frame 8,50.049,39.9,225,225,121185
Frame 9,50.05,39.49,225,225,121185
Frame 10,50.049,39.499,225,225,121185
Frame 11,50.05,39.489,225,225,121185
Frame 12,50.049,39.516,225,225,121185
Frame 13,50.05,39.506,225,225,121185
Frame 14,50.049,39.521,225,225,121185
Frame 15,50.05,39.512,225,225,121185
Frame 16,50.049,39.499,225,225,121185
Frame 17,50.05,39.501,225,225,121185
Frame 18,50.049,39.482,225,225,121185
Frame 19,50.05,39.51,225,225,121185
Frame 20,50.049,39.495,225,225,121185
Frame 21,50.049,39.521,225,225,121185
Frame 22,50.049,39.514,225,225,121185
Frame 23,50.05,39.507,225,225,121185
Frame 24,50.049,39.507,225,225,121185
Frame 25,50.05,39.49,225,225,121185
Frame 26,50.049,39.499,225,225,121185
Frame 27,50.05,39.488,225,225,121185
Frame 28,50.049,39.517,225,225,121185
Frame 29,50.05,39.506,225,225,121185
Frame 30,50.049,39.523,225,225,121185
Frame 31,50.05,39.513,225,225,121185
Frame 32,50.049,39.501,225,225,121185
Frame 33,50.05,39.502,225,225,121185
Frame 34,50.049,39.484,225,225,121185
Frame 35,50.05,39.511,225,225,121185
Frame 36,50.05,39.496,225,225,121185
Frame 37,50.05,39.523,225,225,121185
Frame 38,50.049,39.516,225,225,121185
Frame 39,50.05,39.508,225,225,121185
Frame 40,50.049,39.509,225,225,121185
Frame 41,50.05,39.492,225,225,121185
Frame 42,50.049,39.501,225,225,121185
Frame 43,50.049,39.491,225,225,121185
Frame 44,50.05,39.516,225,225,121185
Frame 45,50.049,39.506,225,225,121185
Frame 46,50.05,39.522,225,225,121185
Frame 47,50.05,39.513,225,225,121185
Frame 48,50.049,39.5,225,225,121185
Frame 49,50.05,39.502,225,225,121185
Frame 50,50.05,39.484,225,225,121185
Frame 51,50.05,39.512,225,225,121185
Frame 52,50.05,39.498,225,225,121185
Frame 53,50.05,39.523,225,225,121185
Frame 54,50.05,39.514,225,225,121185
Frame 55,50.049,39.506,225,225,121185
Frame 56,50.05,39.507,225,225,121185
Frame 57,50.05,39.49,225,225,121185
Frame 58,50.05,39.498,225,225,121185
Frame 59,50.05,39.489,225,225,121185
Frame 60,50.049,39.515,225,225,121185
Frame 61,50.05,39.505,225,225,121185
Frame 62,50.049,39.521,225,225,121185
Frame 63,50.05,39.511,225,225,121185
Frame 64,50.049,39.499,225,225,121185
Frame 65,50.05,39.498,225,225,121185
Frame 66,50.049,39.483,225,225,121185
Frame 67,50.05,39.509,225,225,121185
Frame 68,50.049,39.494,225,225,121185
Frame 69,50.05,39.521,225,225,121185
Frame 70,50.049,39.514,225,225,121185
Frame 71,50.05,39.506,225,225,121185
Frame 72,50.049,39.506,225,225,121185
Frame 73,50.05,39.49,225,225,121185
Frame 74,50.049,39.498,225,225,121185
Frame 75,50.049,39.488,225,225,121185
Frame 76,50.049,39.515,225,225,121185
Frame 77,50.05,39.504,225,225,121185
Frame 78,50.049,39.521,225,225,121185
Frame 79,50.05,39.51,225,225,121185
Frame 80,50.049,39.498,225,225,121185
Frame 81,50.05,39.5,225,225,121185
Frame 82,50.05,39.481,225,225,121185
Frame 83,50.05,39.51,225,225,121185
Frame 84,50.049,39.495,225,225,121185
Frame 85,50.049,39.521,225,225,121185
Frame 86,50.049,39.515,225,225,121185
Frame 87,50.05,39.507,225,225,121185
Frame 88,50.049,39.507,225,225,121185
Frame 89,50.05,39.49,225,225,121185
Frame 90,50.05,39.5,225,225,121185
Frame 91,50.05,39.489,225,225,121185
Frame 92,50.049,39.516,225,225,121185
Frame 93,50.049,39.506,225,225,121185
Frame 94,50.049,39.522,225,225,121185
Frame 95,50.05,39.513,225,225,121185
Frame 96,50.049,39.501,225,225,121185
Frame 97,50.05,39.502,225,225,121185
Frame 98,50.05,39.484,225,225,121185
Frame 99,50.05,39.511,225,225,121185
Frame 100,50.049,39.496,225,225,121185
Frame 101,50.05,39.522,225,225,121185
Frame 102,50.05,39.517,225,225,121185
Frame 103,50.05,39.508,225,225,121185
Frame 104,50.05,39.509,225,225,121185
Frame 105,50.049,39.492,225,225,121185
Frame 106,50.05,39.501,225,225,121185
Frame 107,50.05,39.491,225,225,121185
Frame 108,50.05,39.514,225,225,121185
Frame 109,50.049,39.505,225,225,121185
Frame 110,50.05,39.522,225,225,121185
Frame 111,50.05,39.512,225,225,121185
Frame 112,50.049,39.499,225,225,121185
Frame 113,50.05,39.501,225,225,121185
Frame 114,50.049,39.482,225,225,121185
Frame 115,50.05,39.509,225,225,121185
Frame 116,50.049,39.495,225,225,121185
Frame 117,50.05,39.521,225,225,121185
Frame 118,50.049,39.515,225,225,121185
Frame 119,50.05,39.507,225,225,121185
Frame 120,50.049,39.507,225,225,121185
Frame 121,50.05,39.489,225,225,121185
Frame 122,50.049,39.498,225,225,121185
Frame 123,50.05,39.489,225,225,121185
Frame 124,50.049,39.515,225,225,121185
Frame 125,50.05,39.505,225,225,121185
Frame 126,50.049,39.522,225,225,121185
Frame 127,50.05,39.511,225,225,121185
Frame 128,50.049,39.499,225,225,121185
Frame 129,50.05,39.501,225,225,121185
Frame 130,50.05,39.483,225,225,121185
Frame 131,50.05,39.51,225,225,121185
Frame 132,50.049,39.495,225,225,121185
Frame 133,50.05,39.521,225,225,121185
Frame 134,50.049,39.514,225,225,121185
Frame 135,50.05,39.506,225,225,121185
Frame 136,50.049,39.508,225,225,121185
Frame 137,50.049,39.492,225,225,121185
Frame 138,50.049,39.5,225,225,121185
Frame 139,50.049,39.489,225,225,121185
Frame 140,50.05,39.516,225,225,121185
Frame 141,50.049,39.506,225,225,121185
Frame 142,50.049,39.523,225,225,121185
Frame 143,50.05,39.513,225,225,121185
Frame 144,50.05,39.501,225,225,121185
Frame 145,50.05,39.502,225,225,121185
Frame 146,50.05,39.484,225,225,121185
Frame 147,50.049,39.511,225,225,121185
Frame 148,50.049,39.497,225,225,121185
Frame 149,50.05,39.523,225,225,121185
Frame 150,50.05,39.516,225,225,121185
Frame 151,50.05,39.509,225,225,121185
Frame 152,50.049,39.509,225,225,121185
Frame 153,50.049,39.492,225,225,121185
Frame 154,50.05,39.501,225,225,121185
Frame 155,50.05,39.491,225,225,121185
Frame 156,50.049,39.517,225,225,121185
Frame 157,50.05,39.507,225,225,121185
Frame 158,50.049,39.524,225,225,121185
Frame 159,50.05,39.514,225,225,121185
Frame 160,50.049,39.502,225,225,121185
Frame 161,50.05,39.501,225,225,121185
Frame 162,50.049,39.484,225,225,121185
Frame 163,50.051,39.511,225,225,121185
Frame 164,50.049,39.495,225,225,121185
Frame 165,50.049,39.522,225,225,121185
Frame 166,50.05,39.515,225,225,121185
Frame 167,50.05,39.507,225,225,121185
Frame 168,50.049,39.508,225,225,121185
Frame 169,50.05,39.491,225,225,121185
Frame 170,50.049,39.499,225,225,121185
Frame 171,50.05,39.49,225,225,121185
Frame 172,50.049,39.516,225,225,121185
Frame 173,50.05,39.506,225,225,121185
Frame 174,50.049,39.522,225,225,121185
Frame 175,50.05,39.512,225,225,121185
Frame 176,50.049,39.5,225,225,121185
Frame 177,50.05,39.501,225,225,121185
Frame 178,50.049,39.483,225,225,121185
Frame 179,50.05,39.51,225,225,121185
Frame 180,50.049,39.495,225,225,121185
Frame 181,50.05,39.521,225,225,121185
Frame 182,50.049,39.514,225,225,121185
Frame 183,50.05,39.506,225,225,121185
Frame 184,50.049,39.506,225,225,121185
Frame 185,50.05,39.49,225,225,121185
Frame 186,50.049,39.499,225,225,121185
Frame 187,50.05,39.489,225,225,121185
Frame 188,50.049,39.515,225,225,121185
Frame 189,50.05,39.504,225,225,121185
Frame 190,50.049,39.523,225,225,121185
Frame 191,50.049,39.513,225,225,121185
Frame 192,50.05,39.5,225,225,121185
Frame 193,50.05,39.501,225,225,121185
Frame 194,50.05,39.483,225,225,121185
Frame 195,50.049,39.511,225,225,121185
Frame 196,50.049,39.496,225,225,121185
Frame 197,50.05,39.522,225,225,121185
Frame 198,50.05,39.515,225,225,121185
Frame 199,50.05,39.507,225,225,121185
Frame 200,50.049,39.508,225,225,121185
Frame 201,50.05,39.491,225,225,121185
Frame 202,50.049,39.5,225,225,121185
Frame 203,50.05,39.49,225,225,121185
Frame 204,50.049,39.517,225,225,121185
Frame 205,50.05,39.507,225,225,121185
Frame 206,50.049,39.523,225,225,121185
Frame 207,50.049,39.513,225,225,121185
Frame 208,50.05,39.501,225,225,121185
Frame 209,50.05,39.502,225,225,121185
Frame 210,50.049,39.484,225,225,121185
Frame 211,50.05,39.513,225,225,121185
Frame 212,50.05,39.498,225,225,121185
Frame 213,50.05,39.523,225,225,121185
Frame 214,50.049,39.517,225,225,121185
Frame 215,50.05,39.509,225,225,121185
Frame 216,50.049,39.508,225,225,121185
Frame 217,50.05,39.491,225,225,121185
Frame 218,50.049,39.5,225,225,121185
Frame 219,50.049,39.49,225,225,121185
Frame 220,50.05,39.516,225,225,121185
Frame 221,50.05,39.506,225,225,121185
Frame 222,50.049,39.522,225,225,121185
Frame 223,50.05,39.513,225,225,121185
Frame 224,50.049,39.5,225,225,121185
Frame 225,50.05,39.501,225,225,121185
Frame 226,50.049,39.483,225,225,121185
Frame 227,50.05,39.51,225,225,121185
Frame 228,50.049,39.495,225,225,121185
Frame 229,50.05,39.521,225,225,121185
Frame 230,50.049,39.515,225,225,121185
Frame 231,50.05,39.507,225,225,121185
Frame 232,50.049,39.507,225,225,121185
Frame 233,50.05,39.491,225,225,121185
Frame 234,50.049,39.499,225,225,121185
Frame 235,50.05,39.489,225,225,121185
Frame 236,50.049,39.516,225,225,121185
Frame 237,50.05,39.506,225,225,121185
Frame 238,50.049,39.522,225,225,121185
Frame 239,50.05,39.512,225,225,121185
Frame 240,50.049,39.5,225,225,121185
Frame 241,50.05,39.501,225,225,121185
Frame 242,50.049,39.483,225,225,121185
Frame 243,50.05,39.512,225,225,121185
Frame 244,50.05,39.497,225,225,121185
Frame 245,50.049,39.524,225,225,121185
Frame 246,50.049,39.517,225,225,121185
Frame 247,50.049,39.963,225,225,121185
Frame 248,50.05,39.911,225,225,121185
Frame 249,50.05,39.932,225,225,121185
Frame 250,50.049,39.502,225,225,121185
Frame 251,50.049,39.492,225,225,121185
Frame 252,50.049,39.518,225,225,121185
Frame 253,50.05,40.192,225,225,121185
Frame 254,50.05,40.219,225,225,121185
Frame 255,50.05,40.024,225,225,121185
Frame 256,50.049,39.902,225,225,121185


*-*-*-*-*,*-*-*-*-*,*-*-*-*-*,STATISTICS OF:, [RAD_7-OCC_4-BA_Y-LI_N-STRUC_1-M_N-VTX_N-NLD_N-RM_0.csv],*-*-*-*-*,*-*-*-*-*,*-*-*-*-*
,TYPE, MAX, MIN, MEAN, MEDIAN
,Frame Times,50.051,50.049,50.0494,50.05
,Draw Times,40.219,39.481,39.5281,39.507
,Chunks Drawn,225,225,225,225
,Draw Calls,225,225,225,225
,Faces Drawn,121185,121185,121185,121185

MEM USED [SYS](KB),MEM USED [VOXEL](KB),TOTAL MEM USED(KB),TOTAL MEM FREE(KB),CHUNK DRAW MODE,TOTAL CHUNKS,VALID BLOCKS,VALID FACES
1456.02,15860.2,21280.7,3291.28,DEFAULT,225,76338,452960
