FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 178,31.492,0.15,289,401,154109
Frame 179,31.578,0.148,289,401,154109
Frame 180,31.651,0.148,289,401,154109
Frame 181,31.673,0.148,289,401,154109
Frame 182,31.661,0.148,289,401,154109
Frame 183,31.638,0.15,289,401,154109
Frame 184,31.617,0.148,289,401,154109
Frame 185,31.586,0.148,289,401,154109
Frame 186,31.565,0.148,289,401,154109
Frame 187,31.535,0.148,289,401,154109
Frame 188,31.529,0.148,289,401,154109
Frame 189,31.529,0.148,289,401,154109
Frame 190,31.522,0.148,289,401,154109
Frame 191,31.535,0.148,289,401,154109
Frame 192,31.555,0.151,289,401,154109
Frame 193,31.566,0.148,289,401,154109
Frame 194,31.59,0.15,289,401,154109
Frame 195,31.628,0.148,289,401,154109
Frame 196,31.65,0.148,289,401,154109
Frame 197,31.663,0.148,289,401,154109
Frame 198,31.665,0.148,289,401,154109
Frame 199,31.678,0.148,289,401,154109
Frame 200,31.692,0.148,289,401,154109
Frame 201,31.712,0.148,289,401,154109
Frame 202,31.773,0.148,289,401,154109
Frame 203,31.835,0.148,289,401,154109
Frame 204,31.961,0.148,289,401,154109
Frame 205,31.838,0.148,289,401,154109
Frame 206,31.672,0.148,289,401,154109
Frame 207,31.607,0.148,289,401,154109
Frame 208,31.604,0.148,289,401,154109
Frame 209,31.644,0.148,289,401,154109
Frame 210,31.663,0.15,289,401,154109
Frame 211,31.651,0.148,289,401,154109
Frame 212,31.625,0.148,289,401,154109
Frame 213,31.591,0.148,289,401,154109
Frame 214,31.566,0.148,289,401,154109
Frame 215,31.531,0.148,289,401,154109
Frame 216,31.503,0.148,289,401,154109
Frame 217,31.482,0.148,289,401,154109
Frame 218,31.46,0.148,289,401,154109
Frame 219,31.442,0.148,289,401,154109
Frame 220,31.43,0.148,289,401,154109
Frame 221,31.429,0.148,289,401,154109
Frame 222,31.429,0.15,289,401,154109
Frame 223,31.43,0.148,289,401,154109
Frame 224,31.431,0.148,289,401,154109
Frame 225,31.809,0.148,289,401,154109
Frame 226,32.092,0.148,289,401,154109
Frame 227,32.391,0.15,289,401,154109
Frame 228,32.811,0.148,289,401,154109
Frame 229,33.396,0.148,289,401,154109
Frame 230,33.373,0.148,289,401,154109
Frame 231,33.486,0.15,289,401,154109
Frame 232,33.708,0.148,289,401,154109
Frame 233,34.052,0.148,289,401,154109
Frame 234,34.278,0.15,289,401,154109
Frame 235,34.834,0.148,289,401,154109
Frame 236,35.244,0.15,289,401,154109
Frame 237,35.441,0.148,289,401,154109
Frame 238,35.752,0.148,289,401,154109
Frame 239,35.604,0.148,289,401,154109
Frame 240,35.912,0.149,289,401,154109
Frame 241,36.32,0.15,289,401,154109
Frame 242,36.7,0.148,289,401,154109
Frame 243,37.067,0.148,289,401,154109
Frame 244,37.9,0.148,289,401,154109
Frame 245,37.728,0.148,289,401,154109
Frame 246,36.726,0.15,289,401,154109
Frame 247,36.98,0.15,289,401,154109
Frame 248,37.016,0.148,289,401,154109
Frame 249,38.207,0.148,289,401,154109
Frame 250,38.766,0.149,289,401,154109
Frame 251,39.282,0.148,289,401,154109
Frame 252,38.325,0.148,289,401,154109
Frame 253,37.792,0.148,289,401,154109
Frame 254,37.944,0.148,289,401,154109
Frame 255,37.935,0.15,289,401,154109
Frame 256,37.763,0.148,289,401,154109


*-*-*-*-*,*-*-*-*-*,*-*-*-*-*,STATISTICS OF:, [RAD_8-OCC_4-BA_Y-LI_Y-STRUC_2-M_N-VTX_Y-NLD_Y-RM_0.csv],*-*-*-*-*,*-*-*-*-*,*-*-*-*-*
,TYPE, MAX, MIN, MEAN, MEDIAN
,Frame Times,39.282,31.429,32.7567,31.651
,Draw Times,0.161,0.147,0.14816,0.148
,Chunks Drawn,289,289,289,289
,Draw Calls,401,401,401,401
,Faces Drawn,154109,154109,154109,154109

MEM USED [SYS](KB),MEM USED [VOXEL](KB),TOTAL MEM USED(KB),TOTAL MEM FREE(KB),CHUNK DRAW MODE,TOTAL CHUNKS,VALID BLOCKS,VALID FACES
1456.02,16472.7,21894.4,2677.55,DEFAULT,289,96532,572692
