FRAME,FRAME TIME (ms),DRAW TIME (ms),CHUNKS DRAWN,DRAW CALLS,FACES DRAWN
Frame 150,24.967,0.105,225,308,121185
Frame 151,24.975,0.105,225,308,121185
Frame 152,24.979,0.105,225,308,121185
Frame 153,24.994,0.105,225,308,121185
Frame 154,25.003,0.105,225,308,121185
Frame 155,25.012,0.105,225,308,121185
Frame 156,25.036,0.105,225,308,121185
Frame 157,25.084,0.105,225,308,121185
Frame 158,25.113,0.105,225,308,121185
Frame 159,25.109,0.105,225,308,121185
Frame 160,25.085,0.105,225,308,121185
Frame 161,25.058,0.105,225,308,121185
Frame 162,25.029,0.105,225,308,121185
Frame 163,25.017,0.105,225,308,121185
Frame 164,25.001,0.105,225,308,121185
Frame 165,24.994,0.105,225,308,121185
Frame 166,25.052,0.105,225,308,121185
Frame 167,25.172,0.105,225,308,121185
Frame 168,25.241,0.107,225,308,121185
Frame 169,25.27,0.105,225,308,121185
Frame 170,25.249,0.105,225,308,121185
Frame 171,25.225,0.105,225,308,121185
Frame 172,25.26,0.105,225,308,121185
Frame 173,25.288,0.105,225,308,121185
Frame 174,25.258,0.105,225,308,121185
Frame 175,25.198,0.105,225,308,121185
Frame 176,25.129,0.105,225,308,121185
Frame 177,25.109,0.105,225,308,121185
Frame 178,25.085,0.105,225,308,121185
Frame 179,25.059,0.107,225,308,121185
Frame 180,25.033,0.107,225,308,121185
Frame 181,25,0.106,225,308,121185
Frame 182,24.971,0.105,225,308,121185
Frame 183,24.972,0.105,225,308,121185
Frame 184,24.969,0.105,225,308,121185
Frame 185,24.972,0.105,225,308,121185
Frame 186,24.969,0.105,225,308,121185
Frame 187,24.961,0.105,225,308,121185
Frame 188,24.974,0.105,225,308,121185
Frame 189,24.973,0.105,225,308,121185
Frame 190,24.97,0.105,225,308,121185
Frame 191,24.963,0.105,225,308,121185
Frame 192,24.947,0.105,225,308,121185
Frame 193,24.927,0.105,225,308,121185
Frame 194,24.889,0.105,225,308,121185
Frame 195,24.88,0.105,225,308,121185
Frame 196,24.892,0.107,225,308,121185
Frame 197,24.906,0.105,225,308,121185
Frame 198,24.916,0.108,225,308,121185
Frame 199,24.924,0.105,225,308,121185
Frame 200,24.953,0.105,225,308,121185
Frame 201,24.976,0.105,225,308,121185
Frame 202,25.014,0.105,225,308,121185
Frame 203,25.039,0.105,225,308,121185
Frame 204,25.077,0.105,225,308,121185
Frame 205,25.099,0.105,225,308,121185
Frame 206,25.118,0.109,225,308,121185
Frame 207,25.123,0.107,225,308,121185
Frame 208,25.126,0.105,225,308,121185
Frame 209,25.138,0.105,225,308,121185
Frame 210,25.156,0.105,225,308,121185
Frame 211,25.259,0.105,225,308,121185
Frame 212,25.313,0.105,225,308,121185
Frame 213,25.486,0.105,225,308,121185
Frame 214,25.518,0.105,225,308,121185
Frame 215,25.318,0.105,225,308,121185
Frame 216,25.211,0.105,225,308,121185
Frame 217,25.087,0.105,225,308,121185
Frame 218,25.051,0.105,225,308,121185
Frame 219,25.071,0.105,225,308,121185
Frame 220,25.109,0.105,225,308,121185
Frame 221,25.082,0.105,225,308,121185
Frame 222,25.061,0.105,225,308,121185
Frame 223,25.033,0.105,225,308,121185
Frame 224,25.008,0.105,225,308,121185
Frame 225,24.979,0.105,225,308,121185
Frame 226,24.961,0.105,225,308,121185
Frame 227,24.96,0.105,225,308,121185
Frame 228,24.957,0.105,225,308,121185
Frame 229,24.948,0.105,225,308,121185
Frame 230,24.933,0.105,225,308,121185
Frame 231,24.919,0.105,225,308,121185
Frame 232,24.908,0.105,225,308,121185
Frame 233,24.909,0.105,225,308,121185
Frame 234,24.916,0.107,225,308,121185
Frame 235,24.921,0.105,225,308,121185
Frame 236,24.929,0.105,225,308,121185
Frame 237,24.942,0.105,225,308,121185
Frame 238,24.983,0.105,225,308,121185
Frame 239,25.239,0.107,225,308,121185
Frame 240,25.617,0.105,225,308,121185
Frame 241,25.805,0.105,225,308,121185
Frame 242,25.945,0.105,225,308,121185
Frame 243,26.043,0.105,225,308,121185
Frame 244,26.104,0.105,225,308,121185
Frame 245,26.541,0.105,225,308,121185
Frame 246,26.949,0.105,225,308,121185
Frame 247,27.053,0.105,225,308,121185
Frame 248,27.514,0.105,225,308,121185
Frame 249,27.644,0.107,225,308,121185
Frame 250,27.812,0.105,225,308,121185
Frame 251,27.762,0.105,225,308,121185
Frame 252,27.878,0.105,225,308,121185
Frame 253,27.875,0.105,225,308,121185
Frame 254,28.348,0.105,225,308,121185
Frame 255,28.276,0.105,225,308,121185
Frame 256,28.255,0.105,225,308,121185


*-*-*-*-*,*-*-*-*-*,*-*-*-*-*,STATISTICS OF:, [RAD_7-OCC_4-BA_Y-LI_Y-STRUC_2-M_N-VTX_Y-NLD_Y-RM_0.csv],*-*-*-*-*,*-*-*-*-*,*-*-*-*-*
,TYPE, MAX, MIN, MEAN, MEDIAN
,Frame Times,28.938,24.88,25.4129,25.083
,Draw Times,0.118,0.104,0.105191,0.105
,Chunks Drawn,225,225,225,225
,Draw Calls,308,308,308,308
,Faces Drawn,121185,121185,121185,121185

MEM USED [SYS](KB),MEM USED [VOXEL](KB),TOTAL MEM USED(KB),TOTAL MEM FREE(KB),CHUNK DRAW MODE,TOTAL CHUNKS,VALID BLOCKS,VALID FACES
1456.02,12860.8,18282.5,6289.48,DEFAULT,225,76338,452960
